teamId,gameId,oddsExist,homeTeamId,awayTeamId,awayFavorite,homeFavorite,provider,favorite,underdog,spread,details,overUnder,teamId2,gameId2,slug,location,name,nickname,abbreviation,displayName,shortDisplayName,color,alternateColor
teamId_2743,401550140,False,,,,,NONE,,,,,,2743,401550140,"""wisconsin-stevens-point-pointers""","""Wisconsin-Stevens Point""","""Pointers""","""Wis Stevns""","""WIS""","""Wisconsin-Stevens Point Pointers""","""Pointers""",000000,
teamId_2744,401550416,False,,,,,NONE,,,,,,2744,401550416,"""wisconsin-stout-blue-devils""","""Wisconsin-Stout""","""Blue Devils""","""Wis Stout""","""WIS""","""Wisconsin-Stout Blue Devils""","""Blue Devils""",000000,
teamId_2745,401541132,False,,,,,NONE,,,,,,2745,401541132,"""wisconsin-whitewater-warhawks""","""Wisconsin-Whitewater""","""Warhawks""","""Wis Whtwtr""","""UWWH""","""Wisconsin-Whitewater Warhawks""","""Warhawks""",000000,
teamId_2746,401550291,False,,,,,NONE,,,,,,2746,401550291,"""wittenberg-tigers""","""Wittenberg""","""Tigers""","""Wittenberg""","""WIT""","""Wittenberg Tigers""","""Tigers""",000000,
teamId_2747,401540622,False,,,,,NONE,,,,,,2747,401540622,"""wofford-terriers""","""Wofford""","""Terriers""","""Wofford""","""WOF""","""Wofford Terriers""","""Terriers""",533B23,f0f0f0
teamId_2748,401541095,False,,,,,NONE,,,,,,2748,401541095,"""wooster-fighting-scots""","""Wooster""","""Fighting Scots""","""Wooster""","""WOO""","""Wooster Fighting Scots""","""Fighting Scots""",000000,
teamId_2749,401550021,False,,,,,NONE,,,,,,2749,401550021,"""wpi-engineers""","""WPI""","""Engineers""","""WPI""","""WPI""","""WPI Engineers""","""Engineers""",000000,
teamId_2751,401531870,True,2751,2026,False,True,Caesars Sportsbook (New Jersey),2751,2026,-2.5,WYO -2.5,43.5,2751,401531870,"""wyoming-cowboys""","""Wyoming""","""Cowboys""","""Wyoming""","""WYO""","""Wyoming Cowboys""","""Cowboys""",533B22,ffffff
teamId_2754,401540407,False,,,,,NONE,,,,,,2754,401540407,"""youngstown-state-penguins""","""Youngstown State""","""Penguins""","""Youngstown St""","""YSU""","""Youngstown State Penguins""","""Penguins""",E51936,690717
teamId_2755,401540157,False,,,,,NONE,,,,,,2755,401540157,"""grambling-tigers""","""Grambling""","""Tigers""","""Grambling""","""GRAM""","""Grambling Tigers""","""Tigers""",ee8601,ffd10a
teamId_2757,401544136,False,,,,,NONE,,,,,,2757,401544136,"""berry-college-vikings""","""Berry College""","""Vikings""","""Berry""","""BER""","""Berry College Vikings""","""Vikings""",,
teamId_2758,401547143,False,,,,,NONE,,,,,,2758,401547143,"""howard-payne-yellow-jackets""","""Howard Payne""","""Yellow Jackets""","""Howard Payne""","""HOWP""","""Howard Payne Yellow Jackets""","""Yellow Jackets""",02215b,b5985b
teamId_2771,401540045,False,,,,,NONE,,,,,,2771,401540045,"""merrimack-warriors""","""Merrimack""","""Warriors""","""Merrimack""","""MRMK""","""Merrimack Warriors""","""Warriors""",000000,
teamId_2776,401549739,False,,,,,NONE,,,,,,2776,401549739,"""salve-regina-seahawks""","""Salve Regina""","""Seahawks""","""Salve Regina""","""SAL""","""Salve Regina Seahawks""","""Seahawks""",000000,
teamId_2779,401549625,False,,,,,NONE,,,,,,2779,401549625,"""st-lawrence-saints""","""St. Lawrence""","""Saints""","""St Lawrence""","""USL""","""St. Lawrence Saints""","""Saints""",000000,
teamId_2781,401552460,False,,,,,NONE,,,,,,2781,401552460,"""brockport-golden-eagles""","""Brockport""","""Golden Eagles""","""Brockport""","""THE""","""Brockport Golden Eagles""","""Golden Eagles""",000000,
teamId_2782,401541057,False,,,,,NONE,,,,,,2782,401541057,"""suny-cortland-red-dragons""","""SUNY Cortland""","""Red Dragons""","""Cortland""","""COR""","""SUNY Cortland Red Dragons""","""Red Dragons""",000000,
teamId_2790,401550140,False,,,,,NONE,,,,,,2790,401550140,"""albion-britons""","""Albion""","""Britons""","""Albion""","""ALBI""","""Albion Britons""","""Britons""",000000,
teamId_2800,401550291,False,,,,,NONE,,,,,,2800,401550291,"""alma-college-scots""","""Alma College""","""Scots""","""Alma College""","""ALM""","""Alma College Scots""","""Scots""",000000,
teamId_2802,401550162,False,,,,,NONE,,,,,,2802,401550162,"""bethel-mn-royals""","""Bethel (MN)""","""Royals""","""Bethel (MN)""","""BET""","""Bethel (MN) Royals""","""Royals""",002d62,b59859
teamId_2803,401540422,False,,,,,NONE,,,,,,2803,401540422,"""bryant-bulldogs""","""Bryant""","""Bulldogs""","""Bryant""","""BRY""","""Bryant Bulldogs""","""Bulldogs""",000000,9f8343
teamId_2804,401551140,False,,,,,NONE,,,,,,2804,401551140,"""chowan-hawks""","""Chowan""","""Hawks""","""Chowan""","""CHO""","""Chowan Hawks""","""Hawks""",000000,
teamId_2805,401547056,False,,,,,NONE,,,,,,2805,401547056,"""clark-atlanta-panthers""","""Clark Atlanta""","""Panthers""","""Clark Atl""","""CLA""","""Clark Atlanta Panthers""","""Panthers""",000000,
teamId_2808,401558400,False,,,,,NONE,,,,,,2808,401558400,"""delaware-valley-aggies""","""Delaware Valley""","""Aggies""","""Delaware Valley""","""DEL""","""Delaware Valley Aggies""","""Aggies""",004c23,e6b71b
teamId_2810,401568378,False,,,,,NONE,,,,,,2810,401568378,"""hardin-simmons-cowboys""","""Hardin-Simmons""","""Cowboys""","""Hardin-Simmons""","""HAR""","""Hardin-Simmons Cowboys""","""Cowboys""",5b2d83,fec52f
teamId_2812,401550460,False,,,,,NONE,,,,,,2812,401550460,"""hope-flying-dutchmen""","""Hope""","""Flying Dutchmen""","""Hope""","""HOP""","""Hope Flying Dutchmen""","""Flying Dutchmen""",000000,
teamId_2815,401540102,False,,,,,NONE,,,,,,2815,401540102,"""lindenwood-lions""","""Lindenwood""","""Lions""","""Lindenwood""","""LIN""","""Lindenwood Lions""","""Lions""",000000,
teamId_2816,401540711,False,,,,,NONE,,,,,,2816,401540711,"""mckendree-bearcats""","""McKendree""","""Bearcats""","""McKendree""","""MCK""","""McKendree Bearcats""","""Bearcats""",000000,
teamId_2817,401545802,False,,,,,NONE,,,,,,2817,401545802,"""minnesota-state-moorhead-dragons""","""Minnesota State Moorhead""","""Dragons""","""Minn Moorhead""","""MNST""","""Minnesota State Moorhead Dragons""","""Dragons""",000000,
teamId_2818,401549573,False,,,,,NONE,,,,,,2818,401549573,"""montclair-state-red-hawks""","""Montclair State""","""Red Hawks""","""Montclair St""","""MON""","""Montclair State Red Hawks""","""Red Hawks""",c20f2f,53585a
teamId_2822,401541867,False,,,,,NONE,,,,,,2822,401541867,"""north-greenville-crusaders""","""North Greenville""","""Crusaders""","""N Greenville""","""NG""","""North Greenville Crusaders""","""Crusaders""",d91e39,000000
teamId_2823,401541770,False,,,,,NONE,,,,,,2823,401541770,"""northwestern-oklahoma-state-rangers""","""Northwestern Oklahoma State""","""Rangers""","""NW Oklahoma St""","""NWOS""","""Northwestern Oklahoma State Rangers""","""Rangers""",000000,
teamId_2825,401549692,False,,,,,NONE,,,,,,2825,401549692,"""quincy-hawks""","""Quincy""","""Hawks""","""Quincy""","""QUI""","""Quincy Hawks""","""Hawks""",000000,
teamId_2827,401547188,False,,,,,NONE,,,,,,2827,401547188,"""rowan-owls""","""Rowan""","""Owls""","""Rowan""","""ROW""","""Rowan Owls""","""Owls""",571b04,ffcf06
teamId_2828,401550347,False,,,,,NONE,,,,,,2828,401550347,"""shenandoah-hornets""","""Shenandoah""","""Hornets""","""Shenandoah""","""SHEN""","""Shenandoah Hornets""","""Hornets""",000000,
teamId_2830,401545793,False,,,,,NONE,,,,,,2830,401545793,"""st-anselm-hawks""","""St. Anselm""","""Hawks""","""St. Anselm""","""STA""","""St. Anselm Hawks""","""Hawks""",000000,
teamId_2832,401550236,False,,,,,NONE,,,,,,2832,401550236,"""st-norbert-green-knights""","""St. Norbert""","""Green Knights""","""St. Norbert""","""STNO""","""St. Norbert Green Knights""","""Green Knights""",000000,
teamId_2834,401541046,False,,,,,NONE,,,,,,2834,401541046,"""sul-ross-state-lobos""","""Sul Ross State""","""Lobos""","""Sul Ross State""","""SROS""","""Sul Ross State Lobos""","""Lobos""",000000,
teamId_2837,401531873,False,,,,,NONE,,,,,,2837,401531873,"""texas-am-commerce-lions""","""Texas A&M-Commerce""","""Lions""","""Texas A&M-Comm""","""TAMC""","""Texas A&M-Commerce Lions""","""Lions""",000000,
teamId_2838,401540972,False,,,,,NONE,,,,,,2838,401540972,"""tiffin-dragons""","""Tiffin""","""Dragons""","""Tiffin""","""TIFF""","""Tiffin Dragons""","""Dragons""",000000,
teamId_2839,401547008,False,,,,,NONE,,,,,,2839,401547008,"""tusculum-pioneers""","""Tusculum""","""Pioneers""","""Tusculum""","""TUSC""","""Tusculum Pioneers""","""Pioneers""",f2682a,000000
teamId_2842,401549707,False,,,,,NONE,,,,,,2842,401549707,"""uva-wise-highland-cavaliers""","""UVA Wise""","""Highland Cavaliers""","""UVA Wise""","""UVAW""","""UVA Wise Highland Cavaliers""","""Highland Cavaliers""",e30000,000000
teamId_2843,401552468,False,,,,,NONE,,,,,,2843,401552468,"""western-connecticut-state-wolves""","""Western Connecticut State""","""Wolves""","""W Conn St""","""WES""","""Western Connecticut State Wolves""","""Wolves""",002857,ffffff
teamId_2844,401540731,False,,,,,NONE,,,,,,2844,401540731,"""wayne-state-ne-wildcats""","""Wayne State (NE)""","""Wildcats""","""Wayne State NE""","""WNST""","""Wayne State (NE) Wildcats""","""Wildcats""",000000,
teamId_2845,401550398,False,,,,,NONE,,,,,,2845,401550398,"""waynesburg-yellow-jackets""","""Waynesburg""","""Yellow Jackets""","""Waynesburg""","""WAYN""","""Waynesburg Yellow Jackets""","""Yellow Jackets""",000000,
teamId_2848,401541924,False,,,,,NONE,,,,,,2848,401541924,"""western-oregon-wolves""","""Western Oregon""","""Wolves""","""Western Oregon""","""WOR""","""Western Oregon Wolves""","""Wolves""",000000,
teamId_2849,401550398,False,,,,,NONE,,,,,,2849,401550398,"""westminster-pa-titans""","""Westminster (PA)""","""Titans""","""Westminster PA""","""WPA""","""Westminster (PA) Titans""","""Titans""",000000,
teamId_2851,401545853,False,,,,,NONE,,,,,,2851,401545853,"""winona-state-warriors""","""Winona State""","""Warriors""","""Winona State""","""WIN""","""Winona State Warriors""","""Warriors""",000000,
teamId_2858,401545863,False,,,,,NONE,,,,,,2858,401545863,"""california-pa-vulcans""","""California (PA)""","""Vulcans""","""PennWest Cal""","""CAL""","""California (PA) Vulcans""","""Vulcans""",000000,
teamId_2871,401553862,False,,,,,NONE,,,,,,2871,401553862,"""kean-university-cougars""","""Kean University""","""Cougars""","""Kean""","""KEA""","""Kean University Cougars""","""Cougars""",092f56,ffffff
teamId_2876,401544878,False,,,,,NONE,,,,,,2876,401544878,"""lincoln-mo-blue-tigers""","""Lincoln (MO)""","""Blue Tigers""","""Lincoln (MO)""","""LIMO""","""Lincoln (MO) Blue Tigers""","""Blue Tigers""",000000,
teamId_2882,401540993,False,,,,,NONE,,,,,,2882,401540993,"""unc-pembroke-braves""","""UNC Pembroke""","""Braves""","""UNC Pembroke""","""UNCP""","""UNC Pembroke Braves""","""Braves""",000000,
teamId_2884,401551512,False,,,,,NONE,,,,,,2884,401551512,"""nichols-bison""","""Nichols""","""Bison""","""Nichols""","""NIC""","""Nichols Bison""","""Bison""",007b5f,000000
teamId_2886,401546996,False,,,,,NONE,,,,,,2886,401546996,"""northwood-mi-timberwolves""","""Northwood (MI)""","""Timberwolves""","""Northwood MI""","""NAR""","""Northwood (MI) Timberwolves""","""Timberwolves""",000000,
teamId_2888,401540778,False,,,,,NONE,,,,,,2888,401540778,"""ouachita-baptist-tigers""","""Ouachita Baptist""","""Tigers""","""Ouachita Bapt""","""OB""","""Ouachita Baptist Tigers""","""Tigers""",000000,
teamId_2891,401550208,False,,,,,NONE,,,,,,2891,401550208,"""ripon-red-hawks""","""Ripon""","""Red Hawks""","""Ripon""","""RIP""","""Ripon Red Hawks""","""Red Hawks""",000000,
teamId_2894,401544883,False,,,,,NONE,,,,,,2894,401544883,"""sioux-falls-cougars""","""Sioux Falls""","""Cougars""","""Sioux Falls""","""SIO""","""Sioux Falls Cougars""","""Cougars""",000000,
teamId_2896,401549805,False,,,,,NONE,,,,,,2896,401549805,"""southern-virginia-knights""","""Southern Virginia""","""Knights""","""So Virginia""","""SV""","""Southern Virginia Knights""","""Knights""",000000,
teamId_2900,401540529,False,,,,,NONE,,,,,,2900,401540529,"""st-thomas---minnesota-tommies""","""St. Thomas - Minnesota""","""Tommies""","""St Thomas (MN)""","""STMN""","""St. Thomas - Minnesota Tommies""","""Tommies""",000000,
teamId_2909,401553017,False,,,,,NONE,,,,,,2909,401553017,"""westfield-state-owls""","""Westfield State""","""Owls""","""Westfield St""","""WSTF""","""Westfield State Owls""","""Owls""",1b509e,000000
teamId_2911,401546948,False,,,,,NONE,,,,,,2911,401546948,"""william-jewell-cardinals""","""William Jewell""","""Cardinals""","""William Jewell""","""WIJ""","""William Jewell Cardinals""","""Cardinals""",000000,
teamId_2913,401549813,False,,,,,NONE,,,,,,2913,401549813,"""brevard-college-tornados""","""Brevard College""","""Tornados""","""Brevard ""","""BRE""","""Brevard College Tornados""","""Tornados""",000000,
teamId_2916,401544201,False,,,,,NONE,,,,,,2916,401544201,"""incarnate-word-cardinals""","""Incarnate Word""","""Cardinals""","""Incarnate Word""","""UIW""","""Incarnate Word Cardinals""","""Cardinals""",000000,080808
teamId_2919,401549661,False,,,,,NONE,,,,,,2919,401549661,"""monmouth-il-fighting-scots""","""Monmouth (IL)""","""Fighting Scots""","""Monmouth (IL)""","""MNM""","""Monmouth (IL) Fighting Scots""","""Fighting Scots""",000000,
teamId_2923,401552871,False,,,,,NONE,,,,,,2923,401552871,"""pomona-pitzer-sagehens""","""Pomona Pitzer""","""Sagehens""","""Pomona Pitzer""","""POM""","""Pomona Pitzer Sagehens""","""Sagehens""",00549a,f7941e
teamId_2927,401541794,False,,,,,NONE,,,,,,2927,401541794,"""southwestern-oklahoma-state-bulldogs""","""Southwestern Oklahoma State""","""Bulldogs""","""SW Okla St""","""SWOK""","""Southwestern Oklahoma State Bulldogs""","""Bulldogs""",000000,
teamId_2930,401550464,False,,,,,NONE,,,,,,2930,401550464,"""willamette-bearcats""","""Willamette""","""Bearcats""","""Willamette""","""WLME""","""Willamette Bearcats""","""Bearcats""",960a2c,ab9e76
teamId_2938,401549796,False,,,,,NONE,,,,,,2938,401549796,"""huntingdon-college-al-hawks""","""Huntingdon College (AL)""","""Hawks""","""Huntingdon""","""HUNT""","""Huntingdon College (AL) Hawks""","""Hawks""",000000,
teamId_2940,401540661,False,,,,,NONE,,,,,,2940,401540661,"""livingstone-blue-bears""","""Livingstone""","""Blue Bears""","""Livingstone""","""LIV""","""Livingstone Blue Bears""","""Blue Bears""",000000,
teamId_2951,401549732,False,,,,,NONE,,,,,,2951,401549732,"""suny-maritime-privateers""","""SUNY Maritime""","""Privateers""","""SUNY Maritime""","""SUNY""","""SUNY Maritime Privateers""","""Privateers""",000000,
teamId_2963,401550381,False,,,,,NONE,,,,,,2963,401550381,"""case-western-reserve-spartans""","""Case Western Reserve""","""Spartans""","""Case Wstrn""","""CAS""","""Case Western Reserve Spartans""","""Spartans""",000000,
teamId_2964,401547093,False,,,,,NONE,,,,,,2964,401547093,"""central-college-dutch""","""Central College""","""Dutch""","""Central""","""CEN""","""Central College Dutch""","""Dutch""",ea0029,c8c8c8
teamId_2967,401553017,False,,,,,NONE,,,,,,2967,401553017,"""framingham-state-rams""","""Framingham State""","""Rams""","""Framingham St""","""FRA""","""Framingham State Rams""","""Rams""",000000,
teamId_2968,401550154,False,,,,,NONE,,,,,,2968,401550154,"""gustavus-adolphus-golden-gusties""","""Gustavus Adolphus""","""Golden Gusties""","""Gust. Adolphus""","""GUS""","""Gustavus Adolphus Golden Gusties""","""Golden Gusties""",000000,ebb700
teamId_2969,401554818,False,,,,,NONE,,,,,,2969,401554818,"""misericordia-cougars""","""Misericordia""","""Cougars""","""Misericordia""","""MIS""","""Misericordia Cougars""","""Cougars""",000000,
teamId_2970,401553862,False,,,,,NONE,,,,,,2970,401553862,"""william-paterson-pioneers""","""William Paterson""","""Pioneers""","""Will Paterson""","""WLPT""","""William Paterson Pioneers""","""Pioneers""",000000,f57b21
teamId_2972,401564662,False,,,,,NONE,,,,,,2972,401564662,"""plymouth-state-panthers""","""Plymouth State""","""Panthers""","""Plymouth State""","""PLY""","""Plymouth State Panthers""","""Panthers""",054e39,000000
teamId_2974,401545876,False,,,,,NONE,,,,,,2974,401545876,"""shepherd-rams""","""Shepherd""","""Rams""","""Shepherd""","""SHEP""","""Shepherd Rams""","""Rams""",000000,
teamId_2977,401552874,False,,,,,NONE,,,,,,2977,401552874,"""trinity-ct-bantams""","""Trinity (CT)""","""Bantams""","""Trinity CT""","""TRIN""","""Trinity (CT) Bantams""","""Bantams""",032d58,fecd01
teamId_2980,401541085,False,,,,,NONE,,,,,,2980,401541085,"""ohio-wesleyan-battling-bishops""","""Ohio Wesleyan""","""Battling Bishops""","""Ohio Wesleyan""","""OW""","""Ohio Wesleyan Battling Bishops""","""Battling Bishops""",000000,
teamId_2985,401541798,False,,,,,NONE,,,,,,2985,401541798,"""concordia-college-mi-cardinals""","""Concordia College (MI)""","""Cardinals""","""Concordia  (MI)""","""CON""","""Concordia College (MI) Cardinals""","""Cardinals""",000000,
teamId_2986,401545737,False,,,,,NONE,,,,,,2986,401545737,"""fairmont-state-falcons""","""Fairmont State""","""Falcons""","""Fairmont St""","""FAI""","""Fairmont State Falcons""","""Falcons""",000000,
teamId_3066,401545821,False,,,,,NONE,,,,,,3066,401545821,"""concordia-st-paul-golden-bears""","""Concordia-St. Paul""","""Golden Bears""","""Cncrdia SP""","""CON""","""Concordia-St. Paul Golden Bears""","""Golden Bears""",000000,
teamId_3071,401550043,False,,,,,NONE,,,,,,3071,401550043,"""north-central-cardinals""","""North Central""","""Cardinals""","""North Central""","""NOR""","""North Central Cardinals""","""Cardinals""",000000,
teamId_3101,401540222,False,,,,,NONE,,,,,,3101,401540222,"""utah-tech-trailblazers""","""Utah Tech""","""Trailblazers""","""Utah Tech""","""UTU""","""Utah Tech Trailblazers""","""Trailblazers""",000000,
teamId_3110,401541056,False,,,,,NONE,,,,,,3110,401541056,"""suny-morrisville-mustangs""","""SUNY Morrisville""","""Mustangs""","""SUNYMorrisville""","""MOR""","""SUNY Morrisville Mustangs""","""Mustangs""",000000,
teamId_3111,401550024,False,,,,,NONE,,,,,,3111,401550024,"""apprentice-school-builders""","""Apprentice School""","""Builders""","""Apprentice School""","""APP""","""Apprentice School Builders""","""Builders""",000000,
teamId_3112,401549745,False,,,,,NONE,,,,,,3112,401549745,"""christopher-newport-captains""","""Christopher Newport""","""Captains""","""Christopher Newport""","""CHR""","""Christopher Newport Captains""","""Captains""",000000,
teamId_3162,401551919,False,,,,,NONE,,,,,,3162,401551919,"""alfred-state-college-pioneers""","""Alfred State College""","""Pioneers""","""Alfred St""","""ALF""","""Alfred State College Pioneers""","""Pioneers""",000000,
teamId_3178,401541045,False,,,,,NONE,,,,,,3178,401541045,"""ave-maria-gyrenes""","""Ave Maria""","""Gyrenes""","""Ave Maria""","""AVE""","""Ave Maria Gyrenes""","""Gyrenes""",000000,
teamId_6353,401549684,False,,,,,NONE,,,,,,6353,401549684,"""lakeland-university-muskies""","""Lakeland University""","""Muskies""","""Lakeland""","""LAKE""","""Lakeland University Muskies""","""Muskies""",,
teamId_6845,401547101,False,,,,,NONE,,,,,,6845,401547101,"""nebraska-wesleyan-prairie-wolves""","""Nebraska Wesleyan""","""Prairie Wolves""","""NE Wesleyan""","""NEBW""","""Nebraska Wesleyan Prairie Wolves""","""Prairie Wolves""",,
